0	0	-0.822614	-0.468815	0.883296	0.99248	0.12241	-1	-0.12647	-0.657629	-0.468815	0.883296	0.99248	0.12241	-1	-0.112189	-0.372955	-0.357165	0.934041	0.982377	0.186911	-1	-0.106159	-0.0866151	-0.295455	0.955357	0.99048	0.137654	-1	-0.0742706	0.210468	-0.225191	0.974315	0.980948	0.194269	-1	-0.0633675	0.508892	-0.104229	0.994553	0.821344	0.570433	-1	0	0.815118	0.370822	0.928704	0.134783	0.990875	-1	0.196095	1	0.97143	0.237327	0.0583852	0.998294	-1	0.297211	0.935636	0.94877	-0.315967	0.716765	0.697315	-1	0.274989	0.809441	0.861778	-0.507285	0.925732	0.37818	-1	0.246059	0.628921	0.758814	-0.651307	0.909511	0.415681	-1	0.216534	0.412387	0.572928	-0.819606	0.833375	0.552708	-1	0.12483	0.14058	0.272394	-0.962186	0.853693	0.520777	-1	0.0380445	-0.162942	0.0622727	-0.998059	0.935796	0.352541	-1	0	-0.469167	-0.0843053	-0.99644	0.876739	0.480967	-1	-0.0508027	-0.7634	-0.425437	-0.904988	0.509767	0.860312	-1	-0.194594	-0.991175	-0.900226	-0.435423	0.172644	0.984984	-1	-0.294569	-1	-0.964848	0.262808	0.433223	0.901286	-1	-0.230971	-0.848027	-0.78244	0.622726	0.918593	0.395205	-1	-0.193976	-0.661795	-0.78244	0.622726	0.918593	0.395205	-1	
1	0	0.877297	0.675179	-0.737654	0.999429	0.0337959	-1	0.179094	0.698203	0.675179	-0.737654	0.999429	0.0337959	-1	0.161762	0.504901	0.649864	-0.76005	0.999944	-0.0105663	-1	0.165896	0.314989	0.682936	-0.730478	0.99696	-0.0779136	-1	0.179094	0.135895	0.707107	-0.707107	0.999435	-0.0336174	-1	0.179094	-0.0431987	0.707107	-0.707107	1	-0.000357321	-1	0.179094	-0.222292	0.707359	-0.706854	0.997459	-0.0712468	-1	0.179212	-0.401249	0.755689	-0.654931	0.99	-0.141068	-1	0.202621	-0.553215	0.8	-0.6	0.996137	-0.0878089	-1	0.202621	-0.70518	0.810279	-0.586045	0.995613	-0.0935673	-1	0.207191	-0.849617	0.852631	-0.522514	-0.0275044	-0.999622	-1	0.164321	-0.932852	0.563537	0.826091	-0.827311	-0.561744	-1	-0.0609029	-0.698016	-0.411872	0.911242	0.401776	-0.915738	-1	-0.140493	-0.487277	-0.530067	0.847956	0.995492	-0.0948457	-1	-0.127859	-0.26873	-0.496443	0.868069	0.994861	0.101252	-1	-0.123503	-0.04775	-0.441486	0.897268	0.980637	0.195833	-1	-0.0997704	0.185048	-0.316834	0.948481	0.942974	0.332866	-1	-0.0585827	0.4263	-0.117639	0.993056	0.948481	0.316834	-1	0	0.679576	0	1	0.993056	0.117639	-1	0	0.932852	0	1	0.993056	0.117639	-1	
2	0	-0.70459	0.516686	-0.856175	0.742132	-0.670254	-1	0.024987	-0.881836	0.516686	-0.856175	0.742132	-0.670254	-1	0.153288	-1	0.957304	-0.289083	0.277118	-0.960836	-1	0.199486	-0.988365	0.965827	0.259189	0.488042	-0.87282	-1	0.180883	-0.897924	0.719523	0.694469	0.415574	-0.909559	-1	0.0870227	-0.729789	0.165625	0.986189	0.59986	-0.800105	-1	-0.0250839	-0.529118	-0.124035	0.992278	0.919226	-0.393729	-1	-0.0250839	-0.328447	-0.236045	0.971742	0.967757	-0.251884	-1	-0.0694832	-0.139807	-0.369974	0.929042	0.989915	-0.141661	-1	-0.0796632	0.0460746	-0.371323	0.928504	0.998838	-0.0482035	-1	-0.0704163	0.235472	-0.414327	0.910128	0.996673	-0.0814989	-1	-0.0960077	0.411648	-0.445759	0.895153	0.986517	0.163658	-1	-0.0826959	0.594336	-0.259792	0.965665	0.709474	0.704731	-1	-0.0199862	0.793325	0.314588	0.949228	0.324311	0.945951	-1	0.131214	0.929951	0.829218	0.558925	0.425053	0.905169	-1	0.175407	1	0.992928	0.118717	0.753489	0.657461	-1	0.200671	0.974916	0.992278	-0.124035	0.983575	0.180497	-1	0.200671	0.949832	0.998048	-0.0624533	0.980686	0.195588	-1	0.202225	0.949705	0.948853	-0.315717	0.966719	0.255842	-1	0.153288	0.831541	0.948853	-0.315717	0.966719	0.255842	-1	
3	0	-0.865681	0.614419	-0.78898	0.684211	-0.729284	-1	-0.135553	-0.953993	0.614419	-0.78898	0.684211	-0.729284	-1	0.240154	-1	0.995783	-0.0917428	0.614419	-0.78898	-1	0.259211	-1	1	0	0.917377	-0.398019	-1	0.259211	-1	0.950024	0.312177	0.151244	-0.988496	-1	0.179599	-0.855807	0.151244	0.988496	-0.286226	-0.958162	-1	-0.123447	-0.633004	-0.571039	0.820923	0.617149	-0.786846	-1	-0.168456	-0.436167	-0.684454	0.729056	0.992678	0.12079	-1	-0.178538	-0.263398	-0.467698	0.883888	0.710726	0.703469	-1	-0.0421714	-0.0190549	0.0264083	0.999651	0.800945	0.598738	-1	0.0553145	0.234115	0.154618	0.987974	0.999992	-0.00398877	-1	0.0244934	0.490901	0.0224207	0.999749	0.876327	-0.481718	-1	-0.0132834	0.733971	-0.340429	0.94027	0.534415	-0.845222	-1	-0.150384	0.942953	-0.833028	0.553231	0.44412	-0.895967	-1	-0.246297	0.997416	-0.993643	0.112579	0.795944	-0.60537	-1	-0.257209	1	-0.997953	-0.0639496	0.948449	-0.316928	-1	-0.256449	0.9645	-0.978099	-0.208138	0.954423	-0.298458	-1	-0.248807	0.892482	-0.933383	-0.358882	0.370281	-0.92892	-1	-0.227165	0.781491	-0.168829	-0.985645	0.511312	-0.859395	-1	0.179092	0.611827	-0.168829	-0.985645	0.511312	-0.859395	-1	
4	0	-1	-0.44541	0.895327	0.999839	0.017967	-1	-0.100291	-0.755329	-0.44541	0.895327	0.999839	0.017967	-1	-0.134644	-0.527753	-0.429252	0.903185	0.942643	0.333802	-1	-0.0906464	-0.281297	-0.121001	0.992652	0.588718	0.808339	-1	0.0294372	-0.0256113	0.477371	0.878702	0.267074	0.963676	-1	0.197721	0.136835	0.924279	0.381717	0.46785	0.883808	-1	0.258471	0.162791	0.999942	-0.0108035	0.833353	0.552741	-1	0.261985	0.131212	0.981242	-0.192782	0.968863	0.247596	-1	0.254445	0.0613293	0.966132	-0.258049	0.94435	0.328944	-1	0.255619	-0.00502405	0.863221	-0.504826	0.732047	0.681254	-1	0.158769	-0.181012	0.531457	-0.847085	0.804048	0.594565	1	0.10423	-0.424216	0.393919	-0.919145	0.213143	0.977021	1	0.10423	-0.667421	-0.714343	-0.699795	-0.966572	0.256396	1	-0.147182	-0.466294	-0.616416	0.78742	-0.239977	0.970779	-1	-0.169392	-0.263024	-0.507921	0.861404	0.958563	0.284881	-1	-0.0956194	-0.0168503	-0.366553	0.930397	0.988007	0.154407	-1	-0.0981456	0.228797	-0.368822	0.9295	0.993992	0.109455	-1	-0.0967038	0.474206	-0.262514	0.964928	0.955427	0.295227	-1	-0.0411207	0.735401	-0.0779687	0.996956	0.982459	0.186481	-1	0	1	-0.0779687	0.996956	0.982459	0.186481	-1	
5	0	-0.84	0.977283	-0.211938	0.996076	-0.0885019	-1	0.230174	-0.898362	0.977283	-0.211938	0.996076	-0.0885019	-1	0.244206	-0.942876	0.992205	-0.124615	0.995356	-0.096259	-1	0.246566	-0.96	0.993146	-0.116881	0.9964	-0.0847761	-1	0.238819	-1	0.999198	-0.0400508	-0.934338	-0.356388	-1	-0.0606223	-0.967143	-0.886279	0.463152	-0.905905	-0.42348	1	-0.220511	-0.853085	-0.888218	0.459423	0.999991	-0.00420347	1	-0.220511	-0.739028	-0.888218	0.459423	1	-2.64709e-008	1	-0.220511	-0.624971	-0.888218	0.459423	0.994433	0.10537	1	-0.220511	-0.510914	-0.834864	0.550456	0.917474	0.397795	1	-0.183692	-0.358466	-0.63216	0.774837	0.815758	0.578393	-1	-0.118182	-0.140909	-0.362667	0.931919	0.884854	0.465868	-1	-0.0602124	0.0999408	-0.198398	0.980121	0.95102	0.309131	-1	-0.038129	0.344915	-0.0568189	0.998385	0.950171	0.311729	-1	0.0103088	0.588778	0.11702	0.993129	0.999989	0.00467025	-1	0.0465536	0.827496	-0.0521556	0.998639	0.129984	-0.991516	-1	-0.0680304	1	-0.969493	0.245118	-0.583657	-0.812	-1	-0.212643	0.898459	-0.780454	-0.625213	0.429091	-0.903261	-1	-0.152657	0.707362	-0.637406	-0.770528	0.97921	-0.202847	-1	-0.160417	0.52	-0.637406	-0.770528	0.97921	-0.202847	-1	
6	0	-1	-0.58751	0.809217	0.992462	-0.122556	-1	-0.0961237	-0.839794	-0.58751	0.809217	0.992462	-0.122556	-1	-0.121895	-0.699708	-0.682255	0.731115	0.99185	-0.127412	-1	-0.132109	-0.567599	-0.685825	0.727766	0.998726	0.0504544	-1	-0.12385	-0.428096	-0.644498	0.764606	0.996722	0.0809078	-1	-0.116712	-0.282206	-0.624695	0.780869	0.999672	0.0256227	-1	-0.116712	-0.136315	-0.624695	0.780869	0.999989	0.00479338	-1	-0.116712	0.00957522	-0.620945	0.783854	0.999792	0.0204131	-1	-0.115296	0.156563	-0.608625	0.793458	0.998899	0.0469045	-1	-0.112099	0.306028	-0.583495	0.812117	0.967674	0.252206	-1	-0.105079	0.458833	-0.388835	0.921307	0.765781	0.643101	-1	-0.036374	0.641187	0.0754436	0.99715	0.575765	0.817615	-1	0.0626437	0.806044	0.529397	0.848374	0.602766	0.797918	-1	0.124393	0.940919	0.841119	0.54085	0.623712	0.781655	-1	0.177244	1	0.993327	0.115335	0.777962	0.628311	-1	0.180187	0.98242	0.994181	-0.107723	0.774818	0.632184	-1	0.18259	0.960692	0.842561	-0.538601	0.0504779	0.998725	-1	0.0850628	0.811325	-0.0574016	-0.998351	-0.446681	0.894693	-1	-0.101164	0.680646	-0.858239	-0.513251	0.561669	0.827362	-1	-0.17618	0.645466	-0.858239	-0.513251	0.561669	0.827362	-1	
8	0	-0.398141	-0.209656	0.977775	0.999963	-0.00865469	-1	-0.0735767	-0.158037	-0.209656	0.977775	0.999963	-0.00865469	-1	-0.0314412	0.0916328	-0.21811	0.975924	0.992265	-0.124139	-1	-0.077669	0.330171	-0.329414	0.944186	0.987982	-0.154568	-1	-0.0876754	0.565553	-0.366336	0.930483	0.986621	-0.163032	-1	-0.0954676	0.795349	-0.478939	0.877848	0.750768	-0.660566	-1	-0.14156	1	-0.889678	0.456588	-0.368659	-0.929565	-1	-0.209842	0.97569	-0.639451	-0.768832	-0.63911	-0.769115	-1	-0.0146398	0.730098	0.217434	-0.976075	0.304135	-0.952629	-1	0.118404	0.509887	0.537932	-0.842988	0.880072	-0.474841	-1	0.150354	0.308931	0.654838	-0.755769	0.971755	-0.235991	-1	0.177947	0.130984	0.721676	-0.692231	0.989124	-0.147085	-1	0.18494	-0.0391509	0.758878	-0.651233	0.998405	-0.0564493	-1	0.19651	-0.196359	0.759601	-0.65039	0.998528	0.0542318	-1	0.185313	-0.366077	0.722444	-0.69143	0.99263	0.121181	-1	0.177947	-0.544025	0.675188	-0.737646	0.902939	0.429768	-1	0.160732	-0.736086	0.355168	-0.934802	0.141823	0.989892	-1	0.00704348	-0.985609	-0.634432	-0.772978	-0.778893	0.627157	-1	-0.223655	-1	-0.862906	0.505365	0.156819	0.987627	-1	-0.124856	-0.781502	-0.862906	0.505365	0.156819	0.987627	-1	
9	0	-0.52167	0.818037	-0.575166	0.926401	0.376539	-1	0.162696	-0.603018	0.818037	-0.575166	0.926401	0.376539	-1	0.135966	-0.731661	0.541257	-0.840857	0.520147	0.854077	-1	0.0610047	-0.909017	-0.0657368	-0.997837	-0.536854	0.843675	-1	-0.0786827	-1	-0.999986	-0.00522755	-0.540266	0.841494	-1	-0.168145	-0.910308	-0.804159	0.594415	0.704539	0.709665	-1	-0.135974	-0.775203	-0.708239	0.705972	0.89947	0.436982	-1	-0.135593	-0.639609	-0.463568	0.886061	0.0205575	0.999789	-1	-0.0259992	-0.466336	0.691264	0.722603	-0.526668	0.850071	-1	0.191758	-0.466336	0.997362	-0.0725942	0.723331	0.690501	-1	0.188352	-0.494003	0.998971	0.0453626	0.500407	-0.86579	-1	0.164285	-0.450323	0.561938	0.827179	-0.146811	-0.989165	-1	-0.00495216	-0.259464	-0.191531	0.981487	0.618525	-0.785765	-1	-0.0673306	-0.0799152	-0.302396	0.953182	0.982221	-0.18773	-1	-0.0481753	0.104622	-0.37238	0.92808	0.988169	-0.153371	-1	-0.0931257	0.272249	-0.445009	0.895526	0.999986	-0.0053522	-1	-0.0771408	0.447263	-0.377342	0.926074	0.991611	0.129256	-1	-0.0673306	0.626811	-0.325524	0.945534	0.972398	0.233329	-1	-0.0569457	0.808243	-0.150846	0.988557	0.983818	0.179169	-1	0	1	-0.150846	0.988557	0.983818	0.179169	-1	
0	0	-0.774185	-0.272502	0.962155	0.962155	0.272502	-1	-0.154277	-0.633507	-0.272502	0.962155	0.962155	0.272502	-1	0	-0.229462	0	1	0.931113	0.36473	-1	0	0.174583	0.097196	0.995265	0.956865	0.290533	-1	0.0771384	0.560418	0.290533	0.956865	0.718205	0.695831	-1	0.148224	0.916809	0.762343	0.647173	0.343433	0.939177	-1	0.369586	1	0.998444	0.0557561	0.5221	0.852884	-1	0.391729	0.959323	0.949983	-0.312302	0.777985	0.628283	-1	0.348614	0.756616	0.811805	-0.583928	0.866942	0.49841	-1	0.297017	0.494923	0.667925	-0.744228	0.847494	0.530806	-1	0.228632	0.170918	0.378047	-0.925786	0.735485	0.677541	-1	0.0664245	-0.227629	-0.0129963	-0.999916	0.741328	0.671143	-1	-0.0767301	-0.621975	-0.341078	-0.940035	0.557865	0.829932	-1	-0.191207	-0.966081	-0.837112	-0.547032	0.313215	0.949682	-1	-0.387277	-1	-0.999565	0.0294834	0.567259	0.823539	-1	-0.399984	-0.942859	-0.925362	0.379086	0.742223	0.670153	-1	-0.308872	-0.709608	-0.722142	0.691745	0.856405	0.516304	-1	-0.258663	-0.399212	-0.596761	0.802419	0.880091	0.474806	-1	-0.222254	-0.0629563	-0.307105	0.951676	0.946911	0.321496	-1	-0.00523841	0.305754	-0.307105	0.951676	0.946911	0.321496	-1	
1	0	0.35823	0.6	-0.8	0.992669	-0.120864	-1	0.0547445	0.250004	0.6	-0.8	0.992669	-0.120864	-1	0.204108	0.0130929	0.692293	-0.721617	0.998775	-0.0494805	-1	0.223307	-0.195516	0.638849	-0.769332	0.974755	0.223276	-1	0.168371	-0.458583	0.513697	-0.857972	0.976777	0.21426	-1	0.151683	-0.730066	0.459176	-0.888345	0.752228	-0.658902	-1	0.12817	-1	0.951737	-0.306915	-0.905604	-0.424124	-1	-0.00674957	-0.769221	-0.0390636	0.999237	-0.328837	-0.944387	-1	-0.0144584	-0.457505	-0.0231194	0.999733	0.993265	0.115867	-1	0	-0.144009	0.0769776	0.997033	0.980493	0.196555	-1	0.0481006	0.165506	0.173834	0.984775	0.994626	0.103534	-1	0.0608184	0.473021	0.17979	0.983705	0.993817	-0.111033	-1	0.0515236	0.780174	0.0634168	0.997987	0.393768	-0.91921	-1	-0.0180368	1	-0.833435	0.552617	-0.0634168	-0.997987	-1	-0.313496	1	-1	0	-0.887437	0.460928	-1	-0.200017	1	0.994338	-0.106259	-0.994237	-0.107199	-1	0.312023	0.98803	0.994237	-0.107199	0.990817	0.135209	-1	0.305856	0.93338	0.97084	-0.239727	0.998966	0.0454558	-1	0.295428	0.839557	0.988337	-0.152282	0.996024	-0.089089	-1	0.313495	0.839557	0.988337	-0.152282	0.996024	-0.089089	-1	
2	0	-0.0526316	-0.345805	-0.938306	0.913185	-0.407546	-1	-0.157895	-0.296348	-0.345805	-0.938306	0.913185	-0.407546	-1	-0.0526316	-0.623872	0.0666186	-0.997779	0.380022	-0.924978	-1	0.0954425	-0.937548	0.736499	-0.676439	-0.257769	-0.966207	-1	0.314081	-1	0.946888	0.321564	-0.36408	-0.931368	-1	0.18344	-0.768589	0.361869	0.932229	0.31019	-0.950675	-1	0.037541	-0.430719	-0.0119877	0.999928	0.737499	-0.675348	-1	-0.0456266	-0.0941483	-0.362701	0.931906	0.859239	-0.511574	-1	-0.192097	0.180076	-0.521838	0.853045	0.982994	-0.183635	-1	-0.158951	0.479707	-0.527663	0.849454	0.947706	-0.319145	-1	-0.196251	0.751895	-0.766793	0.641894	0.285301	-0.958438	-1	-0.299534	0.894737	-0.964691	-0.263383	-0.99204	0.125927	-1	-0.0312163	0.661592	0.841521	-0.540224	-0.986842	0.161689	-1	0.307222	0.717552	0.909412	0.415897	0.524322	-0.85152	-1	0.266946	0.924173	0.90124	0.433321	0.900255	0.435362	-1	0.320502	1	0.999769	-0.0215102	0.523156	0.852237	-1	0.285034	0.911145	0.840781	-0.541375	0.632997	0.774154	-1	0.225059	0.671554	0.616198	-0.787591	0.909037	0.416716	-1	0.182885	0.389734	0.538702	-0.842497	0.99549	0.0948684	-1	0.179207	0.105263	0.538702	-0.842497	0.99549	0.0948684	-1	
